Reviews,Labeler,Useful?,Comments,Original_type
"I get so many screwy translations. A reference to babyback ribs in Spanish translated into English as humpback whale. So incorrect    
",,1,,Dep
"Was working great then minute precipitation stopped working. Really use that part of app the most for my daily routine. Please fix it immediately    
",,1,,"Dep,Usa"
"This app used to be the most amazing app for the price You could type in your equations and still be able to use the step by step solution section to see what happens with the updates they took that away. So now I have an app that I paid for that does the exact same thing as just going to the website and typing it in there. Very disappointed in the update.     
",,1,,Usa
"Every time I try to put in my login it says unable to find employee ID. I deleted the app then redownloaded it thinking that could fix it. But no. Hey, hotschedules people get to fixing it please I need it for my job    
",,1,,Dep
"UPDATE 2 CRAP TRACKING    
",,1,,Dep
"You just get to play for one world, and after achieving all the goals, when you get to world 2 you cant keep playing unless you spend 10, if yo dont youre not allowed to advance in the game.. and personally i think its a huge bummer. The game is fun but if we have to pay 10 dollars every time we want to upgrade.. it just ruins the fun. Its ok to being able to buy characters or gadgets and stuff but this is just exaggerated.     
",,1,,Usa
"I'm 35 weeks pregnant and can't hear nothing even from the beginning    
",,1,,Usa
"Google maps has helped us navigate many roads and I'm happy for that, but they need to fix how much the app loves taking you on toll roads without warning or asking preference.     
",,1,,Dep
"I am not a photo guy, am a major rookie and unless you have 8 masters degrees don't buy this app. Other that turning my pic to black and white, or shading it to different shades it seems to stop there.     
",,1,,Usa
"It is usually very good. At times I wish I could access the foreign alphabet characters. It does not always guess what word I wish to translate.     
",,1,,Usa
"It sure would be nice if this new update still allowed me to see my schedule. Considering, HotSchedules has swindled, just about all service industry employers into using this junk.     
",,1,,Dep
"I'm not sure what changed but this is not working like it use to.  It puts strange words in all the time. I used to be able to go fast and it would be very accurate. Not so much more.    
",,1,,Dep
"I tried to sign multiple times and it wouldn't let me but I thought it would be fun so that is why I purchased this game and that is also why I deleted it today    
",,1,,Dep
"This app is neither multitasking or iPad Pro native it's due for an API overhaul. For an app this necessary to my workflow, fixing just these two thing would easily make this my favorite and most important app I've ever installed.     
",,1,,Sup
"The new update basically turns off catchable pokemon the moment you move around, I guess its to stop people from driving around but literally if you're not standing still, nothing is available. I used to enjoy on hikes but now if I want to catch anything, I have to stop and stand still. Make a playable game out of this or fck off     
",,1,,Usa
"It will be nice to have some indication that there are players current waiting for a raid battle to start. In that case other players can probably rush to join random raid battle     
",,1,,Usa
"You used to be able to move and copy pics back to your photo album on your device.   This option disappears.  Share says it exports to camera roll but nothing appears.  Move only allows you to move to other KS albums.   I'm sure it's a paid only feature now.   Don't put a free app out there only to downgrade it out of greed. Lame.     
",,1,,Usa
"I also use a VPN and cannot use Pandora. Even when using a IP address in the US.    
",,1,,"Sup,Usa"
"Have been using Prisma for more than a year, very cool app and no real problems until now, other than occasional crashes using some of their filters the daily filters are particularly prone to crashing.   
",,1,,Dep
"But it was not good. Autocorrect after punctuation is completely out of control. I can type something, maybe, with the word year and then punctuate it, and it changed it to yearold. It does that a lot, hyphenating words when punctuating sentences.    
",,1,,Usa
"Don't bother The sound you think you're hearing is not your baby. I have access to a Doppler in the office and can get the heartbeat no problem and when I try at home with the app so dad can hear it, nothing real, even at 32 weeks And I know I'm using it right because I can get my own heartbeat on my chest easily.    
",,1,,Usa
"At the beginning the app worked completely fine and worked very well but after a while I tried to import more songs into jukebox from Dropbox but it kept crashing. I restated my phone, deleted some songs on the app, and tried to make more space on my phone by deleting other apps but nothing worked. I hope this is fixed or someone tells me how to fix this problem.    
",,1,,Dep
"I have Afib and rely on my Fitbit charge 2 for average resting heart rate info and the monthly graphs of such to show Doctor.  As of Oct. 11, the daily heart rate pattern and the resting average is logged daily but it stopped putting it on the graph.  Now I am beginning to wonder if the daily resting average is even correct as it has been 60 bpm every day since Oct 11th.  It is very unusual for the resting average to remain the same for that long.  I have called and spent a good bit of time talking to support.  It was decided that it wasn't the tracker itself, but in the app  Anyway it was turned over to someone else to study and find out problem.  Was given a case number.  Said I would be contacted by email. Haven't heard anything as of yet. I may have to find another heart rate tracker if this is not resolved.    
",,1,,"Dep,Usa"
"I paid just so I could recover photos I had on a previous phone and all the photos are just black.  Please fix or refund please    
",,1,,Dep
"It needs to be updated in order to to look great on iPhone 6 and newer. Now it looks terrible. I don't recommend buying it if you have iPhone 6 or 6S    
",,1,,"Sup,Usa"
"Idk if there's ever been an update where it hasn't had an issue.     
",,1,,Dep
"I've used Storm ad free weather many years until now because ad free is no longer available. NOAA Radar Pro had great reviews so I plunked down 3.99 and got it. Well, here I am in Tropic, Utah and the temperature reports are approximately 10 degrees off. It repeatedly is reporting the daily high of the day in the mid 60's when the actual temp is actually in the mid 70's or higher. I should add that Storm is reporting the correct temperature. Back to Storm I go, being bugged by ads but at least I get the correct weather reports. There goes 3.99 down the toilet and no way to get a refund.     
",,1,,Dep
"Found site difficult to navigate. Cannot return to home. Waste of time and money. Fix the UI and user experience     
",,1,,Usa
"PLEASE DO NOT WASTE YOUR TIME NOR MONEY Absolutely the worst 5 dollars i've ever spent. The app makes the same pattern and heartbeat noises for everything Not accurate and scam. Uninstalled    
",,1,,Dep
"I digress though.  I really just would appreciate it if, Nuance, would update this application soon please.  Because it's acting a little grumpy recently in some of my programs that I use it in.  Like Notability for instance.  And it's been a while since this developer has appeared to touch Swype.       
",,1,,Sup
"App will no longer open after the recent update.    
",,1,,Dep
"After giving this app a few days against my other weather app this one was not impressive. The warning came later and there was more information available on the other app such as hurricane tracker, weather radar, could change the schemes. I was not happy with the lay out of this app.     
",,1,,Dep
"I play Pokemon go today and I was doing a raid and it keep getting errors and also I beat a Articuno then bag is full I empty then it won't let me catch him    
",,1,,Dep
"It would be great also if you make that button as it use to be before i mean by pressing the world English instead of just the speaker button so it would be easer for us to press on it to play the sound      
",,1,,Usa
"Once again don't expect great from an app you've paid for... I'm on iOS 9 so I figured I'd try this again. No update since June so I don't have high expectations.     
",,1,,Sup
"Even after correcting for a breach there's no way to resync.     
",,1,,Sup
"I went to purchase the 1.99 premium for a month, just so I can see what photos I had previously deleted. When it charged me with the yearly subscription of 23.99. I'm very upset about this and want a refund.    
",,1,,Dep
"Please add feature for Indoor Rowing tracking     
",,1,,Usa
"Would be great if you had the ability to delete a project to start a second one.     
",,1,,Usa
"The map is never right. It's says I'm 18' but when I drill and find that I'm in 8' of water    
",,1,,Dep
"Had this app since 30wks.Now I'm 39wks and it's still the same static and noise      
",,1,,Usa
"This game is amazing.... I love it But one day I deleted it for more space cause I had next to no space remaining on my phone. But then about a couple weeks later from that day yesterday is when I re downloaded it. Decided to give it a day and try again before writing this. I re downloaded it and when I went to open it... it crashed. And it just keeps crashing Idk what the issue is. I'm rating this 4 stars because it's a great game and this issue may have just recently shown up. PLEASE FIX THIS    
",,1,,Dep
"Literally can't log in at all. So stupid, the worst right now.    
",,1,,Dep
"Well I'm no novice. But I still haven't figured out how to edit from 6.       
",,1,,Usa
"Overall a useful app, but needs critique. The autocorrect is patently bad. I want full editorial control over my posts and messages Swype's autocorrect will change words after pressing sendsubmitenter No bueno. Also it should be designed to learn my Swyping patterns and improve instead feels like it's getting worse over time, creates a lot of churn that ends up not saving time over thumb typing. But I've used worse hacks at swiping technology, so i rate it down the middle.    
",,1,,Usa
"Everybody should be able to replay and Download music not pay for it its not fair not everyone has that kind of money     
",,1,,Usa
"It's got the right stuff but still not easy to use but it's a must Download.    
",,1,,Usa
"So frustrating cuz I love this app but I havent been able to use it because it keeps CRASHING every time I try to apply a filter to a photo.    
",,1,,Dep
"App is convenient and has some nice options but if your an avid user looking seriously for property you will find that house sqft, past sales histories, neighboring home values etc shown are very inaccurate leading to poor information for decisions.  I love what they are trying to do and if done right would be extremely valuable but Zillow is an ancillary tool at best for your home searches.  If they would employ the Google diligence for accuracy this app would be incrediable.    
",,1,,Dep
"Ever since the app updated today, June 7th 2017, the app crashes any time I try to do anything. Have closed app multiple times and also rebooted iPad. Love this app, but please fix the crash. This is not a free app, so I don't like not being able to use it.    
",,1,,Dep
"Second most annoying is the keyboard switch. I use other keyboards with unique capabilities but switching between is annoying because only the swype keyboard requires a long press. And it's in a different location that every other keyboard including the default Apple keyboard. And it launches a menu instead of just switching keyboards.      
",,1,,Usa
"Sometimes works, sometimes not. I don't understand what the issue is.    
",,1,,Dep
"Love the app, it works like a charm However phoneapp tells me it will not work with the current update of iOS. Please update the app to maintain compatibility otherwise people are going to be asking for refunds Mind you, I just installed the app today. It works fine now, but since I paid for it I would like it to work and work properly until I choose not to use it anymore.    
",,1,,Sup
"For months now my WolframAlpha app has been stuck in mid update and will not let me open it, finish its update, or delete it    
",,1,,"Dep,Sup"
"Ok, whatever update google maps got is terrible. It doesnt update as Im driving and thinks Im sitting at the same spot when Im moving and waiting for the new directions. Very frustrating I used to love this app, but now I hardly use it. Its dangerous to use while driving, so I have to pull over and put in the address on a different app or car gps woof. Please fix    
",,1,,"Dep,Sup"
"Fuse clues hint function should show part of calculation instead of another number in sequence, and maybe show complete formula after completing each set. Add this functionality.     
",,1,,Usa
"Make the app 64Bit for iOS 11 please. How can you make apps and not support all platforms.     
",,1,,Sup
"This appwebsite is not worth it There are several other options out there for scheduling, and are completely free They recently added an update to make things more difficult, stating it's what we asked for. I'm just curious who asked for it Working on getting our company off of HotSchedules and on to better things. This app is not recommended. Keep your money     
",,1,,Usa
"I don't have a previous account on this app and it will only allow me to log into an existing account not make a new one. I was very excited to use this app and now I might as well delete it.    
",,1,,Usa
"I could not even pick up my own heartbeat.  It just sounds like someone is shaking a baby's rattle.    
",,1,,Usa
"App needs serious improvement. Will not find my location showing at least 160 north of actual location. Radar is cheesy at best, poor refresh rate, very slow  inaccurate also.  Don't think that the screen shots on app are a fair representation of what you get with the app. Weather channel app is head and shoulders above the junk.     
",,1,,"Dep,Per"
"Also map is not very accurate I have found rock pile up to a couple hundred yards from where map says it should be. Would not buy again    
",,1,,Dep
"Its not working for me. I tried reset but nope, nothing. It keeps saying something went wrong on EVERY SINGLE ONE    
",,1,,Usa
"There should be an easy way to say download all and get all the maps you've paid for in one step.  Then you could do that at home and forget about it.     
",,1,,Usa
"Fitbit HR charge  new. keeps logging out by itself since the latest update. Also not syncing automatically as Ive set it to. Ive turned off Bluetooth several times on phone and made sure settings are correct. Very frustrating. I have the app set up at home as well and Ive already had techsupport help me but it didnt last. Disappointed to get into the app on my iPhone 7 only to find out I have to login yet again.    
",,1,,"Sup,Usa"
"I have had no issues with the previous versions, but since the 52617 update I am unable to log into the app at all. I can log into the website but the app says there is a validation error. I've reset my password and checked my username, but I am still unable to get into the app. I hope this gets fixed.    
",,1,,Dep
"This app does not work at all. I've tried it with both my pregnancies. I am 36 weeks now and it doesn't work at all. Waste of time.    
",,1,,Dep
"Eminem radio constantly crashes. What is wrong with this app?    
",,1,,Dep
"Love this app, but since the update, I'm not getting any notifications. One of the number one reasons I use this app. Please fix ASAP    
",,1,,Dep
"Uses way more data and battery than competitors app, called iTranslate.     
",,1,,Per
"I hope with the next version this gets worked out. I notice problems on it somewhere between messenger, WhatsApp, and sms. Not sure if one of those interfaces or the jump between them causes the crash.    
",,1,,"Dep,Usa"
"I'm 33w and I still cannot find baby's heartbeat. I am completely disappointed in this app, I really wish I could get my money back. I do NOT recommend this app to anyone    
",,1,,Usa
"It used to be easier to use gps to find homes near where I am now.  Not so much now. Always some issues.     
",,1,,Usa
"Ok, just a bit annoying but easy to work around by clicking somewhere else on the app and then back on the text box, and the keyboard pops up normally. We're back in business.     
",,1,,Usa
"Not sure what happened to Google maps, which was my go to app for finding services and reviewing places. Ever since the last update it only shows walking directions to places with no ability to change it to driving or any other method of transport. Come on google, fix this glitch    
",,1,,Usa
"The bad thing is that the daily forecast summary is pretty sparse.  Some might think that this is a good thing. But it can be off.  For example tomorrow's forecast calls for Mostly cloudy with a shower. Problem is that according to all of the local TV news forecasts, what is really going to happen is Passing cold front in the morning, bringing a chance of light sprinkles and or snow flurries in the early morning to late morning. Clearing in the afternoon.     
",,1,,Dep
"The calendar sync used to be so convenient..until it started putting in the same information twice...then four times..then seven Please fix this ASAP, I've been experiencing this for a while and it's just gotten worse over time.    
",,1,,Dep
"PLEASE MAKE THIS FOR WatchOS IT WOULD BE AN INCREDIBLY USEFUL APP  id pay for it if thats the problem    
",,1,,Sup
"This is a great app if you like to edit photos and put filters on without having to sit in the Instagram app for an hour getting t perfect. You can do pretty much anything when it comes to manipulation of photos. Only downside is there's not really a good drawingsketching function. Overall good purchase.    
",,1,,Usa
"I updated my iPhone to iOS 11 and now I cant use my headphones to control pandora.    
",,1,,"Sup,Usa"
"Was sent google map and it opened to a Middle Eastern country to a bank. Im in America. Map stated 3 miles from me. The pictures in the bank had names, all of who were POSSIBLE TERRORIST RELATED. Google maps got right involved , never got back with me, nothing. More info. Not satisfied F    
",,1,,"Dep,Usa"
"I don't understand why when I try to adjust the percentage now it instead splits the picture in some weird way that I can't undo. I liked how you originally had it so that I could easily drag my finger to adjust the percentage. Pleeeease go back to this method and I'll use the app a lot more.     
",,1,,Usa
"Not very versatile or functional. You can't view previous day's schedules or the weekly schedule as a whole or see the weekly schedule with coworkers. The app constantly crashes and you have to log in separately online as its a different forum than the app. The worst employee scheduling app ever     
",,1,,"Dep,Usa"
"Interface is fine. Not beautiful, but fine. But the app doesn't sync. And failure to integrate with Apple Health directly means you have to jump through third party hoops, some of which ultimately confuse the data you're trying to interpret. Very tempting to go to Apple Watch simply to avoid the mess.    
",,1,,"Sup,Usa"
"Main problem is crashing and you did an update to reduce the number of crashes, yet it crashes more now...    
",,1,,Dep
"I use this app for taking notes on PDFs for school.  The Apple Pencil works great, but if I want to change the line thickness, color, or opaqueness, I have to make some marks, then save, then tap my marks to change them.  It's really a hassle.  It would be great to have a menu WHILE I'm making freehand notes, like the sketch and draw apps.  More color options would also be nice.  The standard colors are ok, but I like to use pretty colors when I'm using pens and paper, so it would be nice to have pretty colors when I go paperless, too.     
",,1,,Usa
"For whatever reason after the last update, my gps is on offline mode.  I have tried everything and even took it to a tech to sold the issues.  The techs at my carrier said it was a google issue.  Please fix    
",,1,,"Sup,Usa"
"I have question since I installed this app to my Iphone  Ipad, because it seems there is not any function I can manage, except post email about some questions to ask some answers from other users. Even I can not contact to service provider. It sound strange app to me...    
",,1,,Usa
"The app crashes with almost every style so use an alternative app until these guys get their  together.    
",,1,,Dep
"This app is not showing any updates since November 2014, yet suddenly it just shuts off when starting it up. It was working fine when looking for the Lovejoy comet. What happened     
",,1,,"Dep,Sup"
"Can't sign in after new update. Don't waste your money on an app that doesn't work.    
",,1,,Dep
"Ever since the update, I cannot sync my Fitbit to my iPhone.    
",,1,,Sup
"Sadly I'm unable to use this app. I'm a musician so I have over 10,000 .wav files in my Dropbox and the app won't move past the import screen.      
",,1,,"Sup,Usa"
"most of the filters, when applying to the picture, cause a black screen to appear and then proceeds to close the app suddenly. really annoying and makes it not worth the money. please fix    
",,1,,Usa
"Love it but wish I could add a song to a station as a station seed from the mobile app on the fly.    
",,1,,Usa
"Restricted results sometimes, it can't show even the simplest things. Very disappointed    
",,1,,"Dep,Usa"
"Not all sales show up so, zestimates are inaccurate.    
",,1,,"Dep,Usa"
"Able to get a good overall picture of my fitness progress. However, syncing is an issue. It takes some time to sync over bluetooth. I have charge 2 tracker. It seems that activity sync is quite off and seems to sync in reverse. Instead of charge 2 updating the app, app updates charge 2 with stale data for activity. For example  my charge 2 tracker and app were in sync showing 20 mins of activity. After a brisk walk charge 2 activity was showing 30 minutes. When I synched it with the app, charge 2 reverted to showing just 20 mins of activity   
",,1,,"Per,Sup"
"However you can't use the app if you don't have wifi or cell service     
",,1,,Sup
"The keyboard freezes when in use. Can you please fix it? Thanks    
",,1,,Dep
"I love this app, I love the games on it. The only down fall is the price you have to pay each month to have unlimited access but on the plus side, you do get three games every day.    
",,1,,Usa
"iswer somthin make me sick it was laging and then i eras the program and redownload it my art works erased but i didnt erased them so its just a fk    
",,1,,Dep
"This is an amazing app and it's mostly free.  Until one day, I went on and it glitches me off. I tried again and it still glitches me off every time. Fix please before I delete.    
",,1,,Dep
"After I updated the app it keeps saying authentication failure even after I reset my password. I need this for work so this is ridiculous.    
",,1,,Dep
"Continue to get Authentication Failure message even when my username and password are correct     
",,1,,Dep
"I had to reset phone several times because the copy and paste feature didn't copy for the translation to happen from my Spanish Dominican Spanish friends.  I really love this app, I am an avid iPhone user, but the app works wonderfully.  Along with Google Translator... But will look for an update.    
",,1,,Dep
"I loved this app. But forcing me to buy premium by shoving ads at me at random times is a terrible business model. I will not buy premium to support a company that thinks pop up ads are needed.    
",,1,,Usa
"External Apple TV link does not work. What should I do? Fix ASAP    
",,1,,Sup
"Didn't work at all. I bought this app at 27wks and tried to use this all the way up to 40 wks. It never worked once. You could not hear her heartbeat at all.    
",,1,,"Dep,Usa"
"I was to see how everything was going in the app, since my job use it. Saying this in the app Unable to load Settings Ownerld 1, Class com.tbr3.hs.setting. Sytrmsetting I don't know why the heck is going on. But it needs to be fix yet again. Everyone uses this app for their job. Sorry to break it to you, I wouldn't use it unless it was part of my job. And it is.    
",,1,,Dep
"I just purchased this app and the first thing  that popped up was that this app needs to be updated to work with any new software updates on my iPhone. I really want to use this app, since I JUST PURCHASED IT.  When is the update coming  It did concern me that the last update was 2 years ago but I read the reviews and it sounds amazing. I just hope I can use it for a long time. I will come back and 5 star this baby if you update. Please    
",,1,,Sup
"Cannot access the document cloud while on Verizon LTE, but can if connected to wifi. Other than that, I can't access documents I saved to the cloud from my Mac while on the go or anywhere where wifi is not an option.    
",,1,,Sup
"If you address these two items, I'll bump this review to 5 stars. Clicking through 5 dialogs every time I run a meeting using Reader to take notes and view the agenda is getting old. I find myself using the Files editor more and more.     
",,1,,Usa
"This is something must be able to turn off or on     
",,1,,Usa
"I love this app, I really do, and I love the fact that I can listen to my music on it. However, sometimes it will bug out. Please find the problem and fix it because it gets a little annoying    
",,1,,Dep
"Take this as a grain of salt.  They seem to manipulate values and than adjust their graphs, values etc.    
",,1,,Dep
"I just got this game and it tells me, it is possible that the time on your phone does not match the time of the day. And then it says End which is the only option. I don't care if my clock is a minute fast, I did not download the game to be told that    
",,1,,"Sup,Usa"
"Please reply to give me some ideas to fix the stupid freaking app and I might keep it y'all need to pick up your game if you want me to keep the app and my fibit for that matter and by the way I told my friends about it and they said that theirs wasn't working either. Well have altas so get your freaking app working before we tell everyone at our works to return all the fitbits they have JERKS    
",,1,,Usa
"There is no longer an option to adjust current lake depth. This feature is a must have so please add it.     
",,1,,Usa
"This version seems to have broken the ability to sync while using Bluetooth headphones or presumably any Bluetooth device. This makes it difficult to track steps while working out.    
",,1,,Sup
"Another thing is that when looking at a gym, it's kind of a mess. Pokmon are behind each other, or they're cut off by the edge of the phone screen.    
",,1,,Usa
"Doesn't work at all. Won't do anything     
",,1,,Usa
"Every movement causes the app to crash. Want to open a new drawing Nope, crash. Can't even access my old drawings now. It's a useless paid app until its fixed.    
",,1,,Dep
"Update on May 25, 2017... the problem was resolved for a while but, after the update prior to this one, the problem returned and it continues through this update.   I am unable to open password protected documents.    
",,1,,Sup
"Not working for and it doesn't do what I purchased for How do I cancel this There is no profile so you can cancel app    
",,1,,Usa
"It's great. I just wish it had English dictionary    
",,1,,Sup
"This app was working perfectly fine until I updated last night. Now I can't log in. But if I log in on safari everything is fine. Please fix I didn't pay for this app for it not to work    
",,1,,Dep
"Once I got through tear 1 you have to pay 10 to play the rest of the game. I know that this is a game with in app purchases but come on, why would someone pay that it's a waste of money. And the game should be non wifi only.     
",,1,,Sup
"Finding the extended forecast for my area is a real pain. The website is good but this app is definitely not.     
",,1,,Usa
"Love the app but where is the developer they need to update it for current iOS version before it's removed from apple    
",,1,,Sup
"This app has been working great for me in general. It has most of what I would need in a PDF viewer and editor, but it lacks in some areas. The viewing portion works great and I love the sync option with Dropbox, iCloud, and google drive.     
",,1,,Sup
"Can you please add a home button to quickly access weather forecast. Takes too many steps to get home weather.    
",,1,,Usa
"This was always inaccurate in the hourly estimates and wouldn't update until that time had passed already. The radar portion worked pretty well, but this is not a good standalone daily weather app.     
",,1,,Dep
"For some reason I can't save videos directly to my photos  this was a recent issue that I've never had before, may be an issue with the device itself    
",,1,,Dep
"Prisma's so much fun  easy to use, sometimes even magically transforming the most boring pics into something new, unexpected  awesome. Tip for newbies Try layering several saved Prisma FX images on top of the original in PS or another photo editing app that supports layers, then experiment with opacity blending masking modes to create many, even more diverse, images.    
",,1,,Usa
"Go to settings, general, keyboard, keyboards, Swype and toggle Allow Full Access. Viola It'll start working. Then go back and toggle it off again. Serious security flaw, oh right... Feature.     
",,1,,Dep
"This app has been helping me properly learn Spanish. It is very effective and user friendly. I have only one suggestion would it be possible to alphabetize the starredfavorite translation section of the app I'd be able to find my starredfavorite translations much quicker if they were organized alphabetically. Other than that, I have no complaints or other suggestions. I would highly recommend this app to a friend.    
",,1,,Usa
"So if you want a really good looking weather app, this is it. In terms of actually forecasting the weather, the summaries are a bit too sparse.  In terms of general quality, it's below average, because the widget problem should have been caught in development  it's that obvious if you use it for a while.     
",,1,,Usa
"Not user friendly when it comes to creating a account. I even went on my pic to look it up and it took me in circles     
",,1,,Usa
"Add this back, otherwise you significantly reduce discoverability. Makes no sense to remove this.     
",,1,,Usa
"Save where I am in a file.  If I have a long running song and pause it won't retain where I was if I leave the app for awhile.     
",,1,,Dep
"I would like to be able to set a reminder for my 250 steps an hour.  Maybe alert me when I reach my goal per hour and then buzz me maybe 15 minutes before to remind me to get up and move.  Sometimes I get busy and forget.     
",,1,,Usa
"i paid money for this, and now i can't download it anymore. the company that holds enlight has basically ripped me off because i have a device that isn't compatible.     
",,1,,Sup
"Used to work many versions back but still has such. Not even a bug but intentional so no need for a bug report.     
",,1,,Sup
"This app is useless, the worst thing, it counts my hand movements as steps, so it's incorrect. Fix and count my footsteps not hand movements.    
",,1,,Dep
"Where this game really fails is the controls. If you are going to make an endless runner MARIO game, the controls MUST be impeccable to compensate for the lack of freedom that regular Mario games offer. The touch control is not responsive enough, and having 3D Touch disabled doesn't help. The game is unnecessarily hard to play since you do not have the precision of a gamepad. I believe this echoes other reviewers main frustration with the game.    
",,1,,"Per,Usa"
"The game still requires an internet connection to play  Give me a break  If I pay 10 for a game, it should be playable where and when I want to play, regardless of whether or not I have access to the internet.  I get that Nintendo wants to protect itself from piracy, but this is simply too restrictive.  This really is a deal breaker Nintendo  I won't pay 10 for a game with such restrictions  no other nonInternetbased game I've ever purchased for my iPhone has required a connection to play.  SMR shouldn't be any different.     
",,1,,Sup
"Its freezing every other song. Paying 15 a month and dealing with this frustration is not worth. Literally needs to be fixed ASAP    
",,1,,Per
"Pokmon go, is an awesome game, but apparently Niantic isn't very concerned about how many people play their game because of the recent updates. All this began when the time for Pokmon to spawn was changed from 5 to 10. Not a big deal, it was still fun and promoted walking. Then, there was a small grace period before they released their second fatal  update. They scrapped their tracking system. SERIOUSLY THEY REMOVED THE ONLY WAY TO FIND POKMON ACCURATELY That also removed all third party scanners, which literally was the only reason most of the players actually went to catch Pokmon. But more advanced trackers like FPM survived. Then they killed any form of hope by adding a captcha robot detector feature. Which removed all the advanced third party scanners. Being able to actually know where the Pokmon I wanted to catch were was the only reason I played Pokmon go. But I still played for a while by riding my bike and running certain trails. But then, the final straw was when Pokmon ceased to appear if you walked, ran or biked too fast. Now, all I can do in Pokmon go is walk around at the speed of Old man to catch a pidgey or two. Or if I'm lucky, a rare and elusive rattata. That's how much I care at this point. Pokmon go lost like 90 of its players because of Niantic's wrong decisions. Also, seriously, the buddy system is is complete and total garbage. Let me walk 5km to get 1 candy for my eevee And don't forget about Pokmon go's high end nearby tracking system. Which is completely broken. There was a koffing on the last slot which means it was the farthest away and suddenly it appears right in front of me. All in all, I don't think Niantic even cares about this game anymore. They removed key features and made the game unplayable.     
",,1,,"Sup,Usa"
"I got the newest update and it just loads to a blank white screen.    
",,1,,Usa
"Love my Google maps, but... you have the directions wrong on a nearby freeway exit by me. Entering hwy. 50 west from Cameron Park Dr. Cameron Park CA toward Sacramento the map voice says you are getting on hwy. 50 toward Placerville. Also the 'a' is stated as a long 'a'. It is pronounced with a short 'a'.    
",,1,,Dep
"Most reliable and easy to use PDF reader I have used so far.  Only reason I didn't give 5 stars is because you cant add bookmarks.    
",,1,,Usa
"This is not optimised for iPhone Plus resolution. iOS says it may slow day my phone.     
",,1,,"Per,Usa"
"I've been using this app for about a year now and it has seriously helped me with my art. Within a year I've exported more than 350 canvases from here, I much preferred drawing on here than other devisesapps. It's simple while also having a lot of features. But,, recently after the lock' option has changed in December, it has really screwed me over. Now, I have an issue where I can't even open a canvas without it crashing within 2 seconds This has never happened before, and there's nothing that's truly causing it. I have plenty of storage and I've deleted lots of Procreate canvasesfiles after the issue. You have a great app, but it seems that many people have crashing problems.    
",,1,,Dep
"this new update is very glitchy and isn't working correctly    
",,1,,Dep
"Is anyone else reading the permissions it asks for when you go to install this app in your settings I was more than slightly horrified... it says this.... by installing this app you're giving the developer access and permission to transmit any and all texts that it wants to including any sensitive information that may be included addresses, phone numbers and credit card info      
",,1,,Dep
"When I open up an archived Track so I can track back running my boat thru a narrow shoal area in the dark, it just plays the previous track, and doesnt show me where I am so that I can stay on my previous track and not go off into the shallow, rocky areas.  I would now like a way to convert a saved Track to a Route.    
",,1,,Usa
"The game was amazing until all the errors and bugs that kick me out of every gym battle. Guess I'm just going to keep catching Pokmon    
",,1,,Dep
"Please add Start Driving feature to this app as Android has. It's very handy thank you Google.     
",,1,,"Sup,Usa"
"I use to LOVE this app and use it all the time. I made the mistake of updating and the new version is so non user friendly, complicated  frustrating that I am deleting the app from my phone. That's saying a lot because I have over one hundred apps and accuweather was one of my top three most used apps. I'm not happy about this and I never write reviews but I really hope they consider bringing the old format back that was user friendly.     
",,1,,Usa
"I hate that now the app only allows you to see minute cast I need to be able to see how the rest of the week will be, what will the minmax temperature, will it rain or not.... I have no need for how the weather will be in 10min     
",,1,,Usa
"This app is stupid, does not do anything, is a complete waste of time. Don't use it, don't waste your time. If you want real mobile security go find somebody else who actually does it. The right way.     
",,1,,Dep
"App was great until I updated it by mistake. Don't think about getting a new phone if you plan to continue to use this app because the update basically erases all your pictures.    
",,1,,Sup
"For example, Ill type in the name of John Smith from my contacts, and Ill get all the John Smiths that are a data point on google maps and maybe if Im lucky, itll find an address linked from my contacts.  Forget it, if you have two address for a friend.  Without the exact search terms, itll never show up, and youll get poor connection problems.  Yes, weird.    
",,1,,Usa
"Great translator app, but there is no Tongan language option. There is Hawaiian and Samoan, but no Tongan. My roommate is TONGAN Please add it.     
",,1,,Usa
"Radar is a great feature, sometimes I get lost in the swiping options for different views and information    
",,1,,Usa
"Update it pains me to say Star Walk is superior to the monthsold Star Walk 2. The new app is harder to use. Too much glitz which is beautiful but gets in the way of using the app.     
",,1,,"Dep,Usa"
"It won't let me log in. It keeps telling me can't find employee id. It was just working like two days ago. This update is crap    
",,1,,Dep
"Editing is not as simple and intuitive as Enlight advertisements falsely lead perspective customers to believe.      
",,1,,Dep
"I had high hopes for this app, but it didn't even work. Ugh.    
",,1,,Usa
"Gave it sea trials tonight. When I exited the program it popped up a screen asking about running in background. Neither option worked  Continue or Setting. It did hang the phone. Had to sync with my laptop and remove it. Reinstalled it and same screen again. Removed it again and won't reinstall. High risk application.    
",,1,,Usa
"I love this app but it needs an update bad. My keyboard locks into numeric and will not get out of it. I have to go to settings and turn off app and sometimes reboot my phone before it will let me type. Please update.   
",,1,,Sup
"Liked it until the latest update.  Consistently crashes on startup.  Developers....please test your software before releasing    
",,1,,Dep
"I am Jewish and I'm not very good at my Hebrew language skills. That's why I rely on this app to translate Hebrew for me. The language in English seems to be very very very inaccurate. Please be kind and fix this problem for us Jews out there.     
",,1,,Dep
